text	NOT	HOF
[USER] Bro I did not consent to seeing big dick bob and bootyhole Betty on my timeline 😂	0.026338924	0.97366107
[USER] [USER] [USER] [USER] Bournvita sales man first stop killing of innocent Hindu women, and men. In your state, shameless person ashamed of you seating in Rajya sabha . BengalViolence BengalBurning	0.05705122	0.94294876
Just got my second CovidVaccine shot today. Stung a little compared to the first one. I'd say my monthly shot i get stings worse then this though.	0.98204535	0.017954653
Oh, fuck off [USER]	0.015610962	0.984389
Whilst I agree on this an even bigger issue about the power of the media is that they and other sponsors are insisting on the Olympics happening - In a country in a state of emergency whilst demanding athletes sign waivers. As for the locals the IOC give not a shit. [URL]	0.121833876	0.87816614
Absolutely heartbreaking to watch. No one should ever have to suffer like this. ResignModi [URL]	0.9058815	0.094118476
With Many Overlords troubling Namo on ChineseVirus, Oxygen, Remdesivir with Bengal Violence I urge [USER] Ji I Humbly Request you to Please declare Emergency & clean up all states of rots and return to democracy with One Nation One Election in 2024. Enough of Democracy	0.7874532	0.21254678
This 1961 John Lee Hooker blues song was covered by the blues-rock band in 1965. [URL]	0.95974904	0.040250983
[USER] Bloody hell that seems a lot!!! My electric is about [CUR]50 a month!!	0.056015212	0.94398487
Too much to ask for Celtic to be professional and not piss me off on a daily basis. Fuck me. [URL]	0.016611006	0.98338896
[USER] Bloody mir .son of bitch	0.019526048	0.980474
[USER] Inspite of claiming to be a Kashmiri Pandit you are asking such awful questions? Has you soul & conscience died? Is Life of Hindus cheaper than BJP's electoral prospects for you? SHAMEFUL! PLZ INTROSPECT. spinelessmodi SpinelessBJP BengalBurning	0.0982524	0.9017476
"[USER] Nobody would be called to account because ""dallal"" journalists like you are sold out & don't even have the guts to name the person responsible for the COVID crisis in India. ModiKaVaccineJumla"	0.15606414	0.8439359
[USER] Atleast now we need to seriously consider BoycottChina. These assholes China (few people)are the only reason why the world is suffering now, due to ChineseVirus wuhanvirus and they are mocking in this situation. Such a shameless cre	0.026174383	0.97382563
[USER] The fuck?	0.015471527	0.9845285
[USER] [USER] Indeed.. But [USER] need to be cleaned off the country.. They're not worthy of the governance. ExitModi ResignModi ResignPMmodi	0.064533055	0.93546695
[USER] A huge load of bollocks tbh	0.03247877	0.9675212
[USER] [USER] Haha these things won't be flashed by Vulture media bootlicking Raul Gandhi snooping over our dead in crematoriums doing theatrics with painted faces selling broken India narrative to International media !! Sadly they are more Venomous than ChineseVirus and are all over 😠	0.26186016	0.73813987
New In stock and available now Marvels Shag Chi pops range!! [URL] Shangchi [URL]	0.97513074	0.024869312
[USER] Pathetic isn't it utter bollocks	0.02865231	0.9713477
This is not governance. This is ANARCHY... INDIA NEEDS A GOVERNMENT! ResignModi ExitModi [URL]	0.39252362	0.60747635
I just struggled through an insanely difficult class this past month. Skating the line of passing and failing. THIS BITCH PASSED THE FUCKING CLASS!!!!!! [URL]	0.018052518	0.9819474
Inaccurate claims about the COVIDVaccine can circulate quickly - stop the spread of FalseInformation. Check before you share. [USER] is the best source of info about the Covid-19 vaccine ⬇⬇ [URL] [URL]	0.95462406	0.04537598
[USER] Lamm vs Radunz, Hooker vs Cruikshank/Farley/Smith. Reynolds vs Fitzpatrick. Murchison/Weaver. Evans/Brown/Long for MLB reps too. Woodside vs Kizer. I know a lot aren't at OTAs but the lack of depth will make training camp interesting	0.8035548	0.19644526
He definitely ripped this pussy, ayeee	0.022032317	0.97796774
[USER] [USER] They a punk ass bitch	0.016026491	0.98397344
Love is a crazy fucker	0.018082332	0.9819177
Seeing a zero has never been so satisfying!ResignPMmodi BjpMuktKerala keralaelections KeralaAssemblypolls ElectionResult [URL]	0.30097306	0.69902694
[USER] This is especially ridiculous considering some would pay for a fake CovidVaccine card when the vaccines are FREE 1/2	0.9456982	0.054301776
Lost hope in this government the time when they literally built a wall and painted stuff and called it beautification. Imagine how pretentious our leader is when he himself think poor people are scum and doesn't add up to our beauty. modi IndiaChoked IndiaCovidCrisis	0.08891797	0.91108197
Illiteracy speaks volumes. Where are our vaccines ? You animal. You have tossed our lives into a haywire. [USER] Resign_PM_Modi	0.12174015	0.8782599
Who are these people? The omelette chef at Mar-a-Lago? His hooker friends? The groundskeepers at his golf course? [URL]	0.79084206	0.20915797
[USER] Om Shanti. Curse this ChineseVirus	0.60797423	0.39202577
Please resign Y™Y COVIDEmergencyIndia ModiMadeDisaster Resign_PM_Modi Roy: We need a government [URL] via [USER]	0.3860683	0.6139317
These idiots are the No. 1 anti Indians ChineseVirus [URL]	0.045970473	0.9540295
[USER] Punched him hard enough he took his mask off called me a bitch with his bloody nose & called for security 😅😅😅😅my bad	0.030183611	0.9698164
China is so angry... they might release the latest variant of WuhanVirus to take revenge. Already we have received the AP strain in Andhra which is 15 times more virulent. [URL]	0.76086634	0.23913363
ResignPMmodi When Religion , personal faith of a individual , when this personal faith became a major deciding factor for electing a government , We can see now how we are suffering ... Painful to see our India suffering like this....	0.82145274	0.17854726
[USER] [USER] Headline-Vaccination for 18-45 starts May 1st. Truth- Slots only for 45+ released. Do we need such eyewash at such critical times ? delusional leaders misleading the masses. Shame ModiKaVaccineJumla [USER] [USER]	0.17756654	0.82243353
BengalBurning ArrestMamata Sadly no news channel is covering this!People of westbengal are on their own & are fleeing to Assam to avoid being raped and killed! [USER] you are in centre and yet you are spinelessbjp Show that u can protect us! The visuals are heartwrenching [URL]	0.7079878	0.2920122
[USER] jaaa aber ist hakt a1 also 125ger	0.8342669	0.16573305
You know what Jono,even Australian Indians don't agree with you,so stop pandering to the left and get back to what you are best at and that is commonly sense reporting. auspol qanda 9today sunrise thedrum insiders THEPROJECTTV IndiaCovidCrisis [URL] [URL]	0.7632014	0.23679857
20 million infected in India, tuning out of oxygen?! This is real bad 😲 indiacovid COVIDEmergency2021 IndiaCovidCrisis IndiaCovidCrisis	0.915491	0.084509075
[USER] People are not stepping out and don't even encourage. Stop calling me everyday to increase my postpaid limit. If you can do something worthwhile, please help people in need of oxygen, ICU beds, medicines. IndiaFightsCorona IndiaCovidCrisis HelpingIndiaBreatheAgain [URL]	0.8627356	0.13726439
Only an anti-people government can increase the fuel price every day, while the country move with a critical pandemic situation. Shame on you Modi. You are such a useless piece of show off. ResignModi Resign_PM_Modi	0.020221954	0.97977805
"If you're one of those nutbars who's all ""I don't need help"" or ""I only want to unlock hidden stuff"" or ""I'll just look for a flowchart online,"" then you can piss off."	0.12731238	0.87268764
Wouldna[CUR]™t be a summer without Robbie Weston coming out with bollocks rumours acting like hea[CUR]™s the most ITK bloke on the planet	0.022631299	0.9773687
Dear [USER] I lied on my v-safe check in.. I am NOT ok. Everything hurts, I have chills, headache, abdominal pain, fatigue, etc CovidVaccine COVID19 Moderna FullyVaccinated	0.98350877	0.01649127
[USER] I so agree, get the bastard. Take away his pension too	0.02071709	0.9792829
[USER] [USER] [URL]	0.9696923	0.030307768
Heartbreaking!! 😭 At least international media is showing the ground reality unlike lapdog Modi Media!! ModiFailedIndia IndiaCovidCrisis OxygenCrisis RepealLawsToEndProtest [URL]	0.24442434	0.75557566
Masks are useless, the lockdown caused more deaths! COVID19India CovidVaccine COVID19 COVIDSecondWave MaskUp COVIDIOT lockdown [URL]	0.9329891	0.06701083
Fuck off [USER] [USER] [URL]	0.014202302	0.9857977
"Shame on The ""System"" ! 😡😥 FailedPMModi Resign_PM_Modi [URL]"	0.025472697	0.9745273
[USER] Thata[CUR]™s the waistcoat wanker for you, he knows he gets out the group he keeps his job	0.020573946	0.9794261
So many people were died because they didn't get oxygen cylinder and vanti bed in hospital. Every body is in panic situation bt goverment doesn't want to help. They want spend more money for their luxury .....Resign_PM_Modi [URL]	0.34387958	0.65612036
Now Every political Dogs busy in celebration of election results after a week everyone will cry for vaccination oxygen. bullshit media busy with political dogs.this is reality of Corona why india is number 1 COVIDSecondWaveInIndia IndiaCovidCrisis COVID19	0.066829406	0.93317056
India is suffering from the COVID-19 crisis, let's all give a hand to India 🇮🇳 my heart goes out to the family who have lost their loved ones 🙏🏽IndiaCovidCrisis	0.9694521	0.030547842
I just know I'm gonna order a bunch of clothes off shein and look like a whore this summer 💕	0.036620982	0.96337897
[USER] Wanker!!	0.021833744	0.9781662
How low a country can go? India must give a befitting reply. ChineseVirus has wrecked the lives of millions of families. [URL]	0.44641507	0.55358493
Look at this 👇 fat fuck Someone has been gorging on groceries eh [USER] The WuhanVirus targets the morbidly obese. Beware. [URL]	0.017143413	0.9828566
[USER] What about people died because of WuhanVirus? They don't have any feelings? In reality you are increasing anger in people by replying same message wherever you find WuhanVirus hashtags.Entire world knows it's a ChineseVirus.Don't try to	0.5690886	0.43091145
[USER] [USER] Ohh stfu you soft body, it goes either way, doesn't matter the color. If the dude is a shitbag then I'll despise him regardless but if he carries himself well and she's happy then idgaf who she's with. Some of us are a bit more t	0.032880053	0.96711993
More than 1 lakh , what [USER] is doing now, planning to shit those people to a new location ? Because this is shameful bengalBurning [URL]	0.041327152	0.9586729
Nooooooooo Noooooooooo!!!! Very few nationalist journalist in India. Why GOD WHY????? I MEAN WHY????? BLOODY ChineseVirus Today i curse you China [URL]	0.06398311	0.9360169
Vote for your Allianz Premier15s hooker of the season:	0.95530057	0.044699393
First it was ChinaVirus which made the world suffer terribly and now its ChinaRocket which can land anywhere any time. China is becoming a danger to human existence.	0.33713698	0.662863
This lad is a legend, provided clear concise Covid information throughout. He did it on his own, brought some adult thinking to the chaos. He also made others suffer their ignorance. Mostly [USER] who talked utter bollocks throughout. Thank you Lloyd👍 [URL]	0.08929781	0.91070217
[USER] [USER] 🇮🇳🇮🇳 She has problems with entire world it seems. About 70% of Indians on social media are asking Modi to RESIGN as Modi was busy in his election compaign when Corona was killing AAM ADMI. ResignModi Resign_PM_Modi Look at pathetic logic ⏬ 🙄 [URL]	0.05939891	0.9406011
[USER] [USER] [USER] Wow, this shows how much you actually read bro. Doge is for his SON...to see how markets move and learn. Polygon is HIS investment because he knows the real uses of this network. Check before you speak donkey Y	0.2718548	0.72814524
[USER] yes i honk my big red clown nose just to piss u off	0.061249156	0.93875086
"The brackets that he uses for ""(still)"" is scary though. BengalBurning spinelessmodi IsupportModi SwaraBhasker Mr.Modi [URL]"	0.32561097	0.67438906
CruelMamata ShameOnMamata BengalBurning TMCTerror No caption for this heart burning news Is really anyone rape a girl/women on the basis of there political ideology such a shame for my nation due to shameless people such as [USER] [USER] [USER] [URL]	0.1249522	0.8750478
Horrible and Heart breaking. Feel the helplessness :( [URL] IndiaCovidCrisis PakistanstandswithIndia	0.9688339	0.031166036
[USER] has done nothing for their local volunteers who have given everything for the party except Dharna (Drama). Complete Disgrace!! BengalBurning BengalViolance	0.1528981	0.8471019
[USER] Every time I read a news of death I curse China. If any time human rights ppl have to speak up it was this pandemic that began because of ChineseVirus	0.704808	0.29519203
[USER] I feel so dumb about reciting that pussy rhyme out loud in school	0.026139505	0.97386044
[USER] [USER] [USER] That's not snooping it's stalking. And stalkers can be dangerous. Bloody hell im worried for you.	0.5500243	0.44997576
[USER] Damn i would love to FUCK u and eat ur Pussy Nina . Im a 49 year old Native American / Latino male living in San Diego .	0.01778467	0.98221534
We want this INDIA Not the INDIA where parties devide us into religions. Stop spreading fake news of BengalBurning Don't b a victim of ITCell s shameless, crural ,dangerous propagenda to make religious riots n mind diversion from covid facts abt reality. [URL]	0.28204292	0.71795714
"Fucking disgrace. China State a/c tweet: ""China lighting a fire versus India lighting a fire."" 🤬 auspol IndiaCovidCrisis Ping: [USER] [USER] (reported on [USER]) [URL]"	0.016405677	0.98359436
shit actually makes sense now	0.08575794	0.9142421
There are no perfect leaders in this country who do their work properly nd honestly.... I have lost my faith over democracy nd humanity... Many families destroyed due to system failure...😢💔 Resign_PM_Modi ResignKejriwal KejriwalFailsDelhi ElectionResults2021 kamalhassan [URL]	0.15936974	0.84063023
[USER] bloody hell lea?!?!	0.034653798	0.9653463
🍭: Hehh? I don't know such scawwy pwoeple~ 🐴: Stop playing idiot, you son of a bitch! 🍭: Samatoki-sama so scaawwyy~ 🐴: You little-!	0.035991278	0.9640087
It's high time for you to resign . We have been fooled many times by you and now people's life is at risk due to your governance . For you big 🙏🙏Resign_PM_Modi	0.07190683	0.92809314
[USER] Not gonna shag you.	0.06098572	0.93901426
[USER] me whore	0.02044828	0.9795518
Dont get distraught by what U read on IndiaCovidCrisis 2day🇮🇳 ranks 117 globally on COVID19 deaths per Mn pop YES R healthcare resources R stressed & stained BUT its becoz of 🇮🇳pop size & No healthcare sys 🌏 was ready 4 the pandemic V need to stay +ve & keep up the gud fight [URL]	0.93804187	0.061958216
[USER] I hope both of them would be smart enough to stay away from the damn bear 😆	0.75222033	0.24777967
[USER] [USER] [USER] My grandma is 103 and begs for the sweet release of death every day at 80 I'm going on a cocaine and hooker binge so I can go out how I want too	0.27089545	0.7291045
[USER] IndiaCovidCrisis India 🇮🇳 Spent [CUR]Billions on Nuclear ☢ Weapons. But can't build a 1800's Oxygen Electrolysis plant. Karma	0.9306763	0.069323674
[USER] she didn't say shit pls some of you guys are so dramatic for what. clearly someone you hate shouldn't bother your soul this much.when she does one her mouth feel free to say crap but she hasn't said a word bye [URL]	0.12984355	0.8701565
[USER] [USER] [USER] [USER] [USER] [USER] The average job doesn't involve getting beat the fuck up if you have a bad day.	0.015682092	0.9843179
[USER] Bloody hell! How are we supposed to pick one!? 😱	0.08519278	0.9148072
Humans r dying due 2 lack of oxygen & spread of diseases. Seems our PM wants our future generations to suffer as well. Uprooting of Jamun trees such a bad idea.CentralVista IndiaCovidCrisis [URL]	0.22890584	0.77109414
[USER] Just resign and save the country, You are powerful leader but you haven't done a penny in favour of the poor citizens who are not able to feed for a whole day and giving them burden on vaccine that is developed in our country.... Resign_PM_Modi	0.052366797	0.94763315
Why is the situation so so bad in Delhi for oxygen??? Its breaking my heart when I am reading what people are going thru !!! IndiaCovidCrisis DelhiNeedsOxygen	0.92377454	0.0762255
My heart is bleeding. COVID19 you left a void in my life, my heart and my soul. IndiaCovidCrisis	0.9785872	0.021412766
[USER] Because no one can predict about Silent voters Its like Silent Chinese covid virus Please don't ask what went wrong🙏 He have done good than CHAI biscuit NEWS ANCHOR... chinesevirus	0.7542323	0.24576767
Why am I mad at this son of a bitch [USER]? It wasn't enough that he banned my 350k account, and when I open a new account, few people see my tweets. The son of a bitch has completely banned my ip address. I hope that twitter bird gets shit on your head. [URL]	0.041665673	0.9583343
Enough is Enough. You've failed this country. ResignModi Resign_PM_Modi	0.0418376	0.95816237
Starmer is a transphobic wanker. 'Nuff said. [URL]	0.021386672	0.9786133
Day by day college / school groups are full of need plasma/oxygen/bed 🏃🏃 This shitty BlueJP mla MPs don't hv guts to ask oxygen infront of their unofficial daddy modi Just blah blah blah🤦🏃🏃🏃 [USER] now show ur power man Resignmodi NeedRegionalparty	0.06685131	0.9331487
[USER] [USER] [USER] [USER] You re wrong, The argument was healthcare infrastructure being better then most countries to the size and density of population. It is the incompetent handling of the covid crisis and misuse of funds by the Go	0.19773665	0.8022633
I am upset thinking myself.Those who do government jobs are the frontline workers.And people who help everyone by doing shops,repair or any kind of work.AmericanRescuePlan ModiHataoDeshBachao ModiMadeDisaster Resign_PM_Modi RSSTerrorists [USER] [USER] [USER] [USER] [URL]	0.40005243	0.5999475
[USER] The fence - hopping group argues for tolerance is the mixing of one religious activity with another. Dear Admin don't be stupid. Stop raising divisive content and centering Islam. Stop islamophobia	0.32082823	0.67917174
[USER] U son of a bitch u got me	0.021675527	0.9783245
An important update on the IndiaCovidCrisis that continues to affect the country's ability to treat severely ill patients.👇 [URL]	0.98133713	0.018662943
[USER] [USER] [USER] [USER] [USER] Pakistan GSP+ EU vs Islam Muslim France EU in TRAP against Islamophobia. BeVigilant. It's to anger EU Muslims to radicalize & use them in terrorism against EU. Don't be stupid. Understand game? [USER] [USER] [USER] [USER] [USER] [URL]	0.37489158	0.6251084
Helplessness and despair seeing India struggle under humanitarian crisis. Heartwrenching uncertainty if my corner of the world will recover and come out on the other side of it 😥 IndiaCovidCrisis PrayForIndia [URL]	0.9610104	0.038989585
[USER] And here we go again in a mad scramble to find vaccination locations! This is just creating anxiety! What a mess. onpoli CovidVaccine FordFailedThePeople	0.89072126	0.10927873
[USER] You'll still get the sympathy shag if you feign injury...	0.113738105	0.8862619
[USER] Resign_PM_Modi India deserves someone much better than you , India is in this situation because of your incompetance , shame on BJP and NDA , now no one is going to trust this lair political party who ruined everything and coz of you people	0.02349501	0.97650504
[USER] [USER] [USER] You two - back on track! We're talking to the routing number. For fuck sake.	0.015804902	0.9841951
[USER] With all donations and government money collected in the name of Covid , he built statues , temples , held elections and did every stupid thing except covid control . Worst Leader ever . He's not a leader anymore . andhbhakts PMDoesNotCare ModiResign ModiKaVaccineJumla	0.11712925	0.88287073
[USER] [USER] the blood is in the hands of [USER] killing Karnataka people, by reducing its requirements Cowards like [USER] are ruling pigs ,, [USER] u should be ashamed of it ExitModi ResignPMmodi ModiMustResign Mo	0.03498838	0.96501166
Like he blames, I also blame Congress for this mismanagement of pandemic.. Not a joke.. They should have locked him up 2002 TejasviSuryaExposed Resign_PM_Modi [URL]	0.16525902	0.834741
[USER] grieves over the heinous crimes against humanity in WestBengalViolence where opponents r mercilessly killed Women raped & murdered So many Nirbhaya in BengalBurning National outrage Missing? MamtaisTerrorist & must b punished HinduGenocideBengal HindusMustUnite [URL]	0.58765006	0.41234997
India is in the middle of a catastrophic pandemic that's killing thousands, the call for military help has fallen in deaf ears. What are the military doing? Well, two of them were booked for gang raping a 16 year old. IndiaCovidCrisis CovidIndia [URL]	0.29326355	0.70673645
[USER] Do agree and we all know [USER] is such a waste for the whole india u should resign urself already ResignModi is in trend	0.053678814	0.9463211
[USER] Right this motherfucker got two left feet talking about last dance with Mary Jane	0.016185485	0.98381454
thrusts slowly. It's only the morning after all, but his hand speeds up around 's dick, his fingers stopping to knead the sensitive head, until is stomping his foot and whimpering.	0.044613376	0.95538664
The level of humanity & generosity surpassed by politics... Utter Shame 🚫🚫🚫 BjpDestroyedIndia ModiKaVaccineJumla [URL]	0.0647192	0.93528074
Education, Public transport, Healthcare and Infrastructure are just a few areas that have been neglected by successive FF/FG governments. No surprise to learn that we're at the cow's tail again when it comes to CovidVaccine rollout. And we're constantly told it's our own fault. [URL]	0.787436	0.21256402
Even that hate monger know modiji did something terrible in 2002. ResignModi Gujratriots ModiHataoDeshBachao COVID19India	0.082912475	0.91708755
"Turkish has the funniest insults while still sounding harsh, like ""esolesek"" means something like bastard/asshole but it literally translates to ""son of a donkey"" 😂 Or ""Hyar"" (cucumber) that's used to call someone stupid LMAO [URL]"	0.020713154	0.9792868
Fucking China! You give the world the WuhanVirus and now you have an out of control rocket crashing to Earth. WhatABunchOfFuckUps	0.016828906	0.98317105
People's are dying because of corona, farmers are fighting, workers are doing strike for their salaries..But our pm and their party is spreading corona in the name of election 😓I feel shame to being supporter for bjp ResignPMmodi USA COVID Russia Kerala TamilNadu Jagan Y™	0.062516555	0.9374835
[USER] Scrap this baseless elections. Bloody uneducated people run this country since ever. ResignModi ResignPMmodi ExitModi	0.03223192	0.9677681
[USER] [USER] Well I guess the director of your nostalgia movie is now directing 'mcu kiddy junk'... make sure to generalise the fuck out of it like you just did	0.032732844	0.96726716
I got my CovidVaccine shot for her 👇🏼. Because now if I get sick, I won't be headed to the hospital or ICU and I can still take care of my daughter. And having the peace of mind that she won't lose her mother to COVID19 GotMyShot [URL]	0.9799407	0.020059302
Ita[CUR]™s really not fair to blame the gullible Indians for falling prey to Modia[CUR]™s image management to grab Power when people like [USER] also fell for it,once. IndiaFightsCOVID19 ResignModi	0.08115945	0.9188405
A disgrace to all mankind!! Where is Modi?? Indians left to fend for themselves while MODI fends for Ambani and Adnani! ResignModi	0.04574889	0.9542511
Next cunt challenge me in the middle lane without watching d time I parking and chilling till you act right!!!! FUCKING Fedup dog!	0.016310217	0.9836897
[USER] Cheating, is when u fuck the dick that doesn't belong to u.	0.013205015	0.986795
[USER] [USER] wheres my god damn green candle u god damn son of a bitch	0.041214295	0.9587857
[USER] Maaaaaaaan I gotta catch you up on some shit. I'll call you after I finish this hw	0.1820849	0.81791514
[USER] Oh no. Shit like this will just piss right off for the rest of the dam day.	0.030845955	0.96915406
[USER] [USER] [USER] Precisely, TPTB don't mind using VAERS to justify the CovidVaccine in pregnancy even tho there hasn't been one pregnancy followed from conception to birth, but when it comes to vaccineSideEffects then VAERS is unreliable! The hypocrisy [URL]	0.7809142	0.21908589
Fucker!! [URL]	0.015827926	0.98417205
the red flags may have been big... but his dick was even bigger amen	0.03435776	0.9656423
Dreadful and terrifying, global health inequality laid bare IndiaCovidCrisis [URL]	0.9512272	0.04877285
[USER] Starsky & Hutch's Torino.	0.911705	0.08829496
Queer people sharing H*rry P*tter themed pride posts rub me off the wrong way did we all collectively forget that the author is transphobic as fuck?	0.036400527	0.9635995
[USER] [USER] [USER] [USER] [USER] [USER] Nice Pr Shitbag	0.05665143	0.9433485
SHOOT NOW ASSHOLE	0.01984305	0.980157
Nothing new bro...we were warned about them almost 7 decades ago...if only we had acted on the advise 😞 ResignModi Resign_PM_Modi [URL] [URL]	0.8168389	0.18316106
I raised concerns of breach of The Modern Slavery Act 2015, The Equality Act 2010 and experience of Racism and Islamophobia within the Architectural Profession. I lost my career and am now unemployable🤔	0.6754511	0.3245489
The inhumane violence that has erupted in West Bengal is very unfortunate. BengalBurning BengalViolence Bengal BJP bjp4india [URL]	0.68587303	0.31412694
This might sound stupid but just fathom this theres 7.6 billion people in the world.. only 328 million of that is the US.. there is 1.3 billion in india 😵 the chances of being born in the US is SLIM IndiaCovidCrisis COVID19India America	0.9099366	0.090063386
Worth the read. [URL]	0.975449	0.024550956
[USER] [USER] More than anything else - this inability to ask him questions or hold him to account- has been India's biggest failure. ResignModi	0.5035555	0.49644455
It's upsetting to watch western reporters talk down to Indian hospital administrators about why they can't handle the crisis while ignoring imperialism/corporations that have raped Indian resources for 300 years. Leaving so many with so little. That's Why... IndiaCovidCrisis	0.8226353	0.17736468
"I hate when you're acting then person you're putting the front on for goes, ""don't worry they already know you know"" Gee thanks for making an asshole outta me. [URL]"	0.024137788	0.9758622
[USER] Bollocks	0.019447142	0.98055285
i swear to god it this fucker baits dream out of us just so he gets views ia[CUR]™m rioting	0.020226113	0.9797738
For an unschooled , neiscent man who divided our society on the grounds of religious intolerance, the harsh truth has hit back harder . The PM has shown no intellect or competence in handling the pandemic or the country. Education does matter. ModiKaVaccineJumla	0.106447086	0.89355296
[USER] [USER] [USER] [USER] [USER] [USER] Therea[CUR]™s far better players left out than mings,coady and that ponytailed twat in midfield	0.031458806	0.9685412
Ia[CUR]™m sorry but I am still OUTRAGED at how the media is selectively choosing to not cover the targeted attacks against Hindus in Bengal. BengalViolence BengalBurning hinduphobia	0.28951898	0.710481
[USER] [USER] Let WB not be another Bangladesh ...declared president rule ..protect the lives of Hindus from the tmc killer gang...let it not be another J&K ..its high time to protect the nation from illigal migrants from BD and Myanmar..it's high time to take action..against the bloody bitch	0.04818335	0.9518167
I understand when people do me shit but once I reciprocate I got tagged the bad egg 🤦	0.23726438	0.76273566
[USER] DAMN let me get what you got lmao	0.23233613	0.7676639
This Teflon twat and his party need brought down. Theya[CUR]™ll no doubt gain a couple of points in the next yougov poll... [URL]	0.02912501	0.97087497
"[USER] [USER] [USER] I'm just being a dick man. I understand what you're saying. They should have rules about playing Angry Birds and sleeping while they're ""at work"" if they're going to have any at all though. It's a fucking joke."	0.01737244	0.9826276
PIMP with PINS Lapel Pins VINTAGE Coat Hooks Patches [URL] via Etsy Pinback ButtonsButton PinsVintage Mid CenturyGerman PinsAdvertising PinsAnimal pinsenamel pinlapel pinpins and patchesjewelry brooch50s 60s 70s 80s 90sclothes pinDrum trumpet [URL]	0.88339317	0.11660682
gambler is ITTTT she serves cunt	0.02781408	0.9721859
[USER] [USER] [USER] [USER] [USER] stop tagging me breh shut the fuck up the season looked great you just turn your brain off when you see animation that isna[CUR]™t 2D not my fault you havena[CUR]™t grown up, this whole topic	0.017448932	0.98255104
Im a fucking whore for displays of platonic connection	0.017902827	0.9820972
[USER] Its a disgrace that the country which manufactured ChinaVirus WuhanVirus has been approved to sell vaccines!	0.14334233	0.8566577
[USER] GAWD DAYUMM. SWAG OFF GURLL	0.049200024	0.9508
[USER] Waistcoat wanker at it again, no lingard either	0.034868512	0.96513146
[USER] Laycon, choke on it motherfucker	0.016296072	0.9837039
I'm not eating homemade edibles. You gone fuck around and be the first to die off a edible 🤣🤣🤣	0.013732216	0.9862678
MAKE China PAY for Covid19 from WuhanLab ChineseVirus and the American who seems to have funded this Virus !!! Why are countries not cornering China and Making Them Pay ??? Countries hv bcom so Powerless ? What a F Shame !!!	0.064168796	0.9358311
[USER] Youa[CUR]™re either incapable of or unwilling to read. Acknowledging that something isna[CUR]™t true isna[CUR]™t defending. And as much as I hate white people I still have no interest in spreading misinformation. Therea[CUR]™s enough true, awful YT nonsens	0.07571017	0.9242899
Narendra Modi's credit history is so bad. Because Modi takes credit from every place. Be it ISRO or Vaccine Certificate. ModiKaVaccineJumla ModiResignOrRepeal [USER] [USER] KissanEktaJindabad	0.5513554	0.44864455
There is no Vaccine no Oxygen no Medical facility only Jumla we don't need this government.. ModiMustResign ModiResign ModiKaVaccineJumla BJP_MP_MLA_Missing [URL]	0.26686794	0.73313206
[USER] This chadarmod will be punished by karma. She cana[CUR]™t survive long with bl0od in her hand. MamtaisTerrorist BengalBurning	0.10438492	0.8956151
She wanted some shitbag like Zoeller to get hard for her. It was so sad. All of us were so sad.	0.07126126	0.9287388
What utter bollocks these lockdowns are, so cases are up but deaths/serious reactions are down. Zero deaths from cases within last 28 days of positive test. All at risk groups covered so why the delay? Whos making money from this not joe bloggs	0.056263465	0.94373655
What's with all the hooker followers?	0.71432006	0.28567994
Naa, , Do Not agree !this WuhanVirus / ChinaVirus is killing my nation .. 😡 [URL]	0.3103372	0.6896629
Shun away you gullible CovidVaccine taking fucks. Chances are I think you're an idiot anyway. Good riddance. JustSayNo CovidVaccine MyBodyMyChoice	0.018241342	0.9817586
[USER] [USER] [USER] [USER] Caught you in 8k motherfucker.	0.014146953	0.9858531
Absolutely horrifying. We need the Biden-Harris Administration to act NOW and send emergency medical aid and vaccines 💉 to stop the bleeding. I am so worried about India. IndiaCovidCrisis IndiaNeedsOxygen [URL]	0.9694103	0.030589664
[USER] Why is that wanker still there I'm angry and frustrated for u	0.0328644	0.96713555
what the fuck is this what the fuck is this what the fuck is this [URL]	0.01429421	0.98570585
[USER] A fucking Stupid asshole at that...	0.01585225	0.9841478
ResignModi ResignHarshvardhan Extremely frustrating and depressing. 90% of those died due to COVID had a chance to live. Govt's lethargy, incompetency, misplaced priorities to politics killed them. Not to forget not to forgive. AskQuestionsToModiSarkar [USER]	0.42092693	0.5790731
Horror of the day. Which world are some still living in? Defending an incompetent ruthless man leading the country. ResignModi [URL]	0.08662495	0.913375
One bad gameplan and see you've lost all the respect [USER]! SpinlessBJP BengalBurning [USER] [USER]	0.49785373	0.5021463
[USER] Hello Mr. Nandy, we Bengali s are very much aware that youa[CUR]™re one of the Dalal who wishes to see many Pakistan in West Bengal. We know for whom you write and get paid. Better shut your GUTTER MOUTH. Youa[CUR]™re worse than SONARGACHHI BESHYA	0.053783208	0.94621676
[USER] Holy fuck, I'm shaking and crying so hard rn. You truly are the most talented person there is to exist. now cut your hair. that shit is long.	0.021618089	0.9783819
[USER] We,in India, battling for our lives with a monstrous virus wringing our necks 2 stop our breaths.A govt fallen flat, floundered blunderously, local administration inactive nd hiding in d tunnel,criminal negligence in coordination has been leading d country to doom Resign_PM_Modi	0.06030852	0.9396915
