	Sentence	Predicted label	Matched rule
3339	Get the sense that suspending covidvaccine patents, while welcome, isn't a solution in countries which don't have the knowledge or capacity to interpret the patent or produce the vaccine.	NOT	
3340	fucker [URL]	HOF	['(u_1 / fucker)']
3341	The reports of post violence in West Bengal is completely disturbed all community in India also ita[CUR]™s absolutely condemned. [USER] is traitor to the country. Bengalinflames BangalBurning BengalBurning BengalViolence	NOT	
3342	We have to end the reign of Modi other wise this country will not survive. ResignPMmodi Resign_PM_Modi	NOT	
3343	[USER] [USER] [USER] [USER] [USER] [USER] [USER] No doubt it's a ChinaVirus People are dying because of China manufactureed Virus. 👉And for your kind information worlds largest and fastest Vaccination I	NOT	
3344	[USER] wait doesnt he have a hooker he has sex with at the end of gex 2??	NOT	
3345	[USER] from a purely objective standpoint, it's more fun to interact interact with a happy cunt than a sad asshole. 🤷🏼‍♂️	HOF	['(u_401 / asshole)']
3346	ResignPMmodi Mr Modi you have any moral value then you should go ahead and resign just like other countries leader did when they fail severely in controlling this pandemic and mismanagement. Million lost love due to elections and kumbh ..only smoke everywhere nthng else :(	NOT	
3347	Bengal Violence must be condemned but these heartless goons are using it to hide their failure, their mismanagement due to which thousands of people are losing their lives everyday. BengalViolence ModiResignOrRepeal BjpDestroyedIndia ResignPMmodi ResignModi	NOT	
3348	[USER] Dear Mohit Gupta, when did I blame those Hindus who have been co-existing with Muslims for centuries in the Indian subcontinent? But those RSS thugs who have been terrorising and lynching innocent muslims in India will have a tough time globally. I promise. BanRSS Islamophobia [URL]	NOT	
3349	Everton fans furious at the possibility of Eddie Howe taking over as manager . . . . they could do a lot worst than that and have done previously. Another club thinking they are billy big bollocks again . . . same as Liverpool did with Brendan Rodgers	NOT	
3350	"We parked in a lot right next to a police scene where a woman had her shit ROCKED, blood was everywhere. The police were questioning the woman who punched her and she said, ""she ran up on ME and I told her I'd do it"". All witnesses confirmed and the bloody bitch got arrested 💀"	HOF	['(u_1 / bitch)']
3351	The pandemic has shaken us in and out. So many deaths. Catastrophe everywhere. Horrible and painful. What is the biggest lesson for mankind after the WW ? [USER] [USER] [USER] CoronavirusPandemic IndiaCovidCrisis COVID19India COVID19	NOT	
3352	[USER] My ego is sky high because I back my shit up. If I was some incapable motherfucker I'd be the first to admit it but I'm pretty fucking good at everything I do so 🤷🏻‍♂️	HOF	['(u_1132 / fucking)']
3353	The antis are comparing apples to oranges and for what??? Do not ever compare the hardships, neglect and abuse of these children to ignorance of adults fully capable of taking care of their own shit! How the fuck dare you!	HOF	['(u_2 / fuck)']
3354	all i do is tweet abt paramore and astrology. how did i manage to piss so many ppl off 😭 [URL]	HOF	['(u_1 / pissHYPHENoff)']
3355	And this is why I have penis envy cuz I wanna sling dick for a house, head, pussy and a meal too. 🥴 firstofthemonth [URL]	HOF	['(u_1 / dick)']
3356	Chinese communist party might be the most extraordinary scumbags on this planet. The world should ask for reparations from these really foolish people. WuhanVirus ChineseVirus [URL]	NOT	
3357	Sat in the garden trying to shift my headache and all I can hear is my neighbours having a tiff about putting bottles in the wrong bag...bloody hell, ia[CUR]™ll take them out of the bag 🤦a™[CUR]i,dY~[CUR]dY~[CUR] marriedlife	NOT	
3358	[USER] The world should never trust China. China made its bioweapon Chinesevirus to kill million lives all over the world. Now is selling its fake products to make money from it. Shame on you. AntiNaziChina [URL]	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
3359	[USER] Shit if I do it lmaooo. Let me hit 750 first 🤣	HOF	['(u_1 / shit)']
3360	[USER] [USER] [USER] [USER] If this is the state of such a hospital, what's happening in rural parts of the state / India? Shame. Such a shame! Every political party is answerable for this. COVID19India IndiaCovidCrisis https:	NOT	
3361	[USER] hey i'm sure that pic of me dancing didn't piss you off	HOF	['(u_1 / pissHYPHENoff)']
3362	"I've lived in Winnipeg my whole live and often hear people refer to Bishop Grandin Boulevard simply as ""Bishop"" For this reason can we rename the street after a bishop who wasn't a total shitbag? Or someone with the last name Bishop? Or Bishop from X-Men? ProRenaming [URL] [URL]"	NOT	
3363	KATIE YOU MOTHERFUCKER WAS IT YOU	HOF	['(u_859 / motherfucker)']
3364	[USER] India has so much money on hand that we dont even need donations for fighting against covid. But sadly, uneducated PM does not know how to use it and is renovating parliament, buying planes, making temples and statues StandWithFarmers Resi	NOT	
3365	We are Muslims. So we've to reject Islamophobia.Islamophobia IslamNeedsMuslimUnity PakistanRejects_EUResolution	NOT	
3366	[USER] [USER] I don't think they care what happens to us.. unfortunately There's no value for human life in India IndiaCovidCrisis [USER] [USER] [USER] [USER]	NOT	
3367	[USER] [USER] You completely failed to control Covid. Please ResignModi and save our country. [URL]	NOT	
3368	Now how much percent of this India actually has to consider equal 3% (97% short), to consider half 6.2% (93% short). So now shut up and focus on what really matters. False pride is dangerous for development. India IndiaCovidCrisis	NOT	
3369	I want to compare my cock with yours,i don't care if you're-18, n also I do dickrates cockrate dickrate cockrates hard cock dick horny nudes dm rates nsfw bbc bwc boner bulge blowjob head cumslut hornyaf balls PINTOAWARD PINTOAWARDS PINTOSAWARDS.	HOF	['(u_1 / dick)']
3370	"Let nobody piss me off today. Anybody wey come go collect. If you voted Boohari and you dona[CUR]™t want to hear ""I told you so"", you can log out. Bcos you go collect if you cross me guy."	HOF	['(u_1 / pissHYPHENoff)']
3371	When Dr. MMS was PM, many news channels and newspapers used to ask for his resignation on silly reasons. Not a brave soul now to ask for PMa[CUR]™s resignation even after massive mismanagement of a killing pandemic? COVIDSecondWave IndiaCovidCrisis	NOT	
3372	ResignPMmodi For? For allowing states to use their powers in Pendamic & accepting proposals of state heads to regulate covid Norms? For ignorance by state machineries? For conspiracy by hoarders to hold medicines? For spreading negativity about vaccine by few selfish leaders.	NOT	
3373	These people are the worst, most vile and idiotic people in the world. How do we get rid of THIS virus ResignPMmodi ResignHarshvardhan [URL]	NOT	
3374	I urge every Indian to act on this, I urge the unsold media [USER] [USER] [USER] [USER] to act on this. Rage a war for democracy. We really need a voice, people are dying. Please raise your voice EnoughIsEnough BJPFailsIndia ModiResign ModiKaVaccineJumla	NOT	
3375	Lack of CovidVaccine coverage globally affects us all. dermtwitter IDTwitter [URL]	NOT	
3376	How low do you have to be to shag a married man who's wife is being treated for cancer? If the headlines in the rags had 'mistress who shagged married man whilst wife was being treated for cancer finally weds him' do you think the voters would still think Johnson a good laugh?	NOT	
3377	[USER] [USER] At least i got a job the only thing u fucking is fucking broke so dont come calling me when u need drug money whore	HOF	['(u_764 / whore)']
3378	[USER] Fuck my bd	HOF	['(u_2 / fuck)']
3379	Not going to lie, with us not hearing any news about ssles I was worried about season card numbers. But bloody hell 21k for a 4th consecutive season in this bloody league is fantastic [URL]	NOT	
3380	[USER] They must be mate.. weird as fuck.. like the game has just died since ligue 1 tots came out	HOF	['(u_2 / fuck)']
3381	Chinavirus damage the world	NOT	
3382	"[USER] ""You can call be Dan if you'd like,""he replied, taking her hand to shake it. Oh, she had no idea what kind of asshole he could be."	HOF	['(u_401 / asshole)']
3383	[USER] [USER] [USER] [USER] [USER] Verify information before posting on social media. Don't become a contributor to misinformation. [USER] is a rouge to India ResignModi [URL]	NOT	
3384	The obsession of specialized care at the expense of Primary health care for all UHC is what has made it difficult for India to handle IndiaCovidCrisis	NOT	
3385	[USER] [USER] My known people are vandalized and looted today tomorrow it will be yours be very scared people because mute spectators and ministers will do their job when it serves their purpose. There's covid deaths and TMC's terrorism both going han	NOT	
3386	Death Sorry Grievance have become regular visitors . CKMKB ChineseVirus	NOT	
3387	ResignModi if he has any morality.. he should do that.. but he is such a shameless.. heart less power greedy demon... heating his hands by the pyres of innocent fellow citizens.. shame shamme Modi	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
3388	Acne Studiosa[CUR]™ AJ4-Lookalike Sneakers Are a Sure Way to Piss Off Jordan-Heads [URL] beauty Style [URL]	HOF	['(u_1 / pissHYPHENoff)']
3389	Bruh how long y'all gon be mad about Wade son being gay... or a trans person.. or whatever the fuck. Why is this always a topic? Tired of seein this lil nigga with his bad bitch outfit on followed by a think piece. Lmao why are y'all saving pics of this nigga? I don't get it	HOF	['(u_2 / fuck)']
3390	Never Seen Such Political Violence, Says Suvendu Adhikari Who Defeated Mamata Banerjee in Nandigram: BengalBurning BengalViolence ShameOnMamata Suggest BJP to raise sedition case against TMC party [URL] via [USER]	NOT	
3391	Shame on yogi YogiFailsUP ModiKaVaccineJumla ModiResign [URL]	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
3392	[USER] You was right DR and you are right ..very sad for our country 😔KisanMazdoorEktaZindabaad Murderer_Modi ResignModi	NOT	
3393	The country is suffering from pandemic! And [USER] has got such foolishness to share ! Have some sense ! IndiaCovidCrisis zoomtv [URL]	NOT	
3394	WHAT THE HELL! WHY JOHN QUINCY ADAMS, YOU SON OF A BITCH, WHY, TELL ME WHY!!!	HOF	['(u_1 / QUOTEBitchQUOTE)']
3395	I feel 10x better than i felt 3 weeks ago. lmao & i handled that shit on my own 💪🏽	HOF	['(u_1 / shit)']
3396	[USER] [USER] Any open talk about the dance of death played all these days unabatedly on the streets of West Bengal invites a reprimand from Twitter by suspension of the account. Hush no talk about BengalBurning. It is flouting Twitter pol	NOT	
3397	"The comment ""are you running a madrasa or corporation"" is the most dangerous than losing a job. Job can be found again but the Islamophobia brewing within the hearts is most devastating! TejasviSuryaExposed DiaperSuryaExposed ArrestBJPMLASatish [URL]"	NOT	
3398	R.I.P that pussy	NOT	
3399	What up? Got my first jab this morning. The [USER] nurse had a velvet touch that I didna[CUR]™t feel a prick on my skin. Then I ran back home getting a 12Km in the can in case I feel shitty later today. Next one in July. Leta[CUR]™s beat this bitch! CovidVaccine aztrazeneca GetVaccinated [URL]	HOF	['(u_1 / bitch)']
3400	[USER] [USER] It must be the father, son and wee donkey of all Vaccines.	NOT	
3401	CNN : Modi has offered little more than hollow words amid India's horrifying covid crisis. [URL] ModiKaVaccineJumla ModiMadeDisaster	NOT	
3402	ModiFailsIndia ResignModi India's Covid vaccine shortage: The desperate wait gets longer. Exported 6cr vaccines to enhance his image. Worse, vaccine stocks in the country have nearly dried up, and no-one is sure when more will arrive. Incompetent PM. WhereAreVaccines ? [URL]	NOT	
3403	[USER] [USER] [USER] What if any culpability does the Liberal party share in this? If they allowed tax payer funds to finance this shitbag Porter's defamation suit, surely they are on the hook and share ownership of any further	NOT	
3404	In order to increase its economy,China attacked our country and others by attacking with the biological weapon wuhanvirus ie COVID19 ,Lakhs of people were killed,people in our country also lost their loved one. Saddest that- some people in country are abusing Modi instead China	HOF	['(u_1 / kill :ARG1 (u_2 / person))']
3405	[USER] [USER] [USER] [USER] [USER] It was/is. Shed a tear typing it...having forgotten all the times the German twat would have got a size ten up his arse if I could of got hold of him😂😂😂🤔	NOT	
3406	Modi is still elder than Covid. Oh sorry it's Covind 🤭 IndiaCovidCrisis IndiaNeedsOxygen	NOT	
3407	In a past life I'm certain I was his pimp and he was my bottom bitch	HOF	['(u_1 / bitch)']
3408	[USER] Future didn't make shit. Get that man's dick out ya mouth. It's 5 writers on the credits and Ciara is the main writer. Also, the very concept of the song came from her. [URL]	HOF	['(u_1 / dick)']
3409	someone tell me how to style a shag haircut because ita[CUR]™s not suiting me at all and i feel like crying ia[CUR]™m reliving my year 8 hairstyle all over again	NOT	
3410	i really don't want to sound like an asshole but i really think it's kinda disrespectful that my english language III prof wants us to use such a simple template for our presentation. we didn't do that even in eng language I. it's disrespectful against all our hard work last year	HOF	['(u_401 / asshole)']
3411	[USER] One main thing you missed to mention with which these items were complimentary. That is COVID19 ChineseVirus , you really spoiled the world.	NOT	
3412	Even killing and praying, these two boats will not ride; the one who killed three boys of Chanda Babu's chodo lillah sent you into the jahannum😎 JusticeForShahabuddin [URL]	NOT	
3413	[USER] Girl I done sucked this nigga dick more times than I've sucked dick in my life bc she DESERVES. The check ins, the reassurance, the support, the attention, the moneyyy, and she fine with great dick. I gawk spit on SIGHT.	HOF	['(u_1 / dick)']
3414	Please Stop this 😥😥 Losing lives for more and more speed!! It's a threat for living beings. Please Stop🚫🚫🖐 stop5g Stop5gTesting ResignModi [URL]	NOT	
3415	Anyone else feeling anger, disgust, pain, hurt and helplessness at where this incompetent, narcissist, megalomaniac has brought us. The cold blooded murders of people of India. ResignPMmodi ConvictModi	NOT	
3416	Fuck off	HOF	['(u_1 / fuckHYPHENoff)']
3417	I remember in Miller Hall we had a bloody tampon bandit 💀💀. there was some bitch leaving her tampons in the toilets, on the floor, exposed in the trash, in the shower stall!! I mean this bitch was leaving her mark everywhere.... Idk who it was, but Ya[CUR]™all know she wasna[CUR]™t ✋🏿	HOF	['(u_1 / bitch)']
3418	Stupid fucker stop being a loser la bebal	HOF	['(u_2 / fuck)']
3419	One of the worst politician I had been seen in my life. Pulling this COVID-19 crisis into political agenda utter shame on this government. Resignmodi [URL]	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
3420	[USER] [USER] And let's not be mistaken here: the asshole judgemental contingent of the faith is a very loud section of Christianity, especially in the United States. It's on us, as Christians, to gather our brethren and sistren and knock som	HOF	['(u_401 / asshole)']
3421	Yes, this despicable moron should be asked to resign immediately lest we lose more Indian citizens.. ResignModi [URL]	NOT	
3422	Motherfucker [URL]	NOT	
3423	[USER] [USER] Heres a whole ass gun, you horny motherfucker [URL]	HOF	['(u_859 / motherfucker)']
3424	[USER] I swear white ppl piss me off	HOF	['(u_1 / pissHYPHENoff)']
3425	Sickening, disgusting post by CCP using suffering of India's Covid crisis to highlight Chinese national pride IndiaCovidCrisis IndiaNeedsOxygen ChinaLiedPeopleDied [USER] [USER] [USER] [USER] [URL] [URL]	NOT	
3426	This was how monster Sahabuddin killed innocent people and terrorised them. And today, when he died by ChineseVirus, Islamists are glorifying him. Shame. [URL]	HOF	['(u_1 / kill :ARG1 (u_2 / person))']
3427	[USER] [USER] [USER] [USER] If you're a racist dick head, just say that	NOT	
3428	[USER] [USER] I got mine from Homebase few years back. It's the bollocks	NOT	
3429	Today was hell on wheels!!😩 I'm at that 'she's cute when she's angry😒, She actually might kill someone , fuck off' stage🤨🤔	HOF	['(u_1 / fuckHYPHENoff)']
3430	[USER] [USER] Can we afford to piss off well-meaning allies?	HOF	['(u_1 / pissHYPHENoff)']
3431	Congress MP Rahul Gandhi has blamed the Modi government for growing corona transition in the country. He alleged that the government failed to take proper steps to tackle the epidemic and whatever warning was issued was ignored. RahulGandhi IndiaCovidCrisis COVID19India [URL]	NOT	
3432	[USER] [USER] The CCP Virus came from a Lab in Wuhan, China. China is Responsible for the Spread of Corona Virus Across the World.🌏🦠It's a Chinese Virus🤬🦠Fuck You China🖕🇨🇳🖕😡🦠CKMKB CCP_is_terrorist Chinese	HOF	['(u_2 / fuck)']
3433	[USER] seems like im a bastard	HOF	['(u_1 / bastard)']
3434	Pussy reveal?? -- nope she's too pretty [URL]	NOT	
3435	[USER] [USER] India makes my heart ache right now. The poor there were already so burdened. This is beyond inhumanity. 🤯🤬 😞😭 IndiaCovidCrisis	NOT	
3436	MEA's playing 'fake' with volunteers who are toiling days and nights relentlessly and retorting on Twitter instead of doing the actual job. This is the newest low in this carnage. Should be hanging their heads in shame. IndiaFightsCorona IndiaCovidCrisis	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
3437	I dona[CUR]™t fuck with anyone and yet I still hear about me from all over.. you fragile ass niggas gotta take my fucking dick out of your mouth	HOF	['(u_2 / fuck)']
3438	The Young Bucks are dick head heels and I love it.😭	HOF	['(u_1 / dick)']
3439	Scientists are begging for data but Modi is going against science and taking no advice. Global community can't help us if we hide data and deny science. ResignPMmodi please, you're incompetent. AndhBhakt ModiKaVaccineJumla ModiResign ResignPMmodi [URL]	NOT	
3440	[USER] you have failed us. You are bullies. You are murderers. You are inhuman. Shame, shame on you. [USER] [USER] YogiAdityanath COVIDEmergency COVID19India UttarPradesh ModiResign ModiMadeDisaster modi ModiKaVaccineJumla BjpResponsibleForCoronaInIndia [URL]	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
3441	This is why no one should trust TwitterTrends In just one hour paid trolls are trending JusticeForShahabuddin a dreaded murderer eho died of covid while serving his Jail sentence [URL]	NOT	
3442	Modi gonna kill us all, he should hv taken this pandemic more seriously but for him there is only one target divide our india by the name of religion and rule it pathetic IStandWithModi ResignPMmodi PleaseHelp ModiResign ModiKaVaccineJumla	NOT	
3443	son of a bitch, I ordered some thigh hish socks because I wana look cute damn it But my thighs are too thick for them 😭	NOT	
3444	Sir your incompetence is costing our loved ones lives.why don't you just apologize and resign? ResignPMmodi [URL]	NOT	
3445	[USER] If, instead of 1990, Kashmiri pandits were being forced out of Kashmir today, I don't think anything would have ended up differently. Shame on you Modi ji !!! [USER] [USER] [USER] WestBengalElections2021 WestBengalPolls WestBengalViolence BengalBurning	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
3446	So? Is anyone bothered on Chinese crying. It is ignored especially as the world hates it for releasing the ChineseVirus as a bio weapon from its WuhanLab and exploiting it. [USER] [USER] [USER] [USER] [URL]	NOT	
3447	Two weeks out. I'm alive. Feeling good. Doing my part. Here's to the rest of humanity. May we end this scourge that we have only made worse with our own hands and unironically mouths too. And brains. Or lack thereof. COVID19 COVIDSecondWave COVID19India CovidVaccine [URL]	NOT	
3448	The number of ambulances on the road n the number of dead bodies outside crematoriums(in the suburbs) i saw in Coimbatore today is very very alarming 😰 If u have a genuine cause den step out of ur house or else please stay indoors. 60% shops are closed 🚶🏻 IndiaCovidCrisis	NOT	
3449	"[USER] [USER] Shits weird on here man I called somone (jokingly) a motherfucker and I got a weird warning ""are you sure you want to tweet that?"" Tha fuck?"	HOF	['(u_2 / fuck)']
3450	[USER] What a disgrace ChinaVirus WuhanVirus	NOT	
3451	Absolute twat [URL]	NOT	
3452	never trust a bitch who first drink order is a bloody mary 🤢	HOF	['(u_1 / bitch)']
3453	[USER] [USER] [USER] You want all to get vaccinated... Unable to get an appointment for my dad since a month.Dont want to take him to jumbo centers due to uncontrollable crowd CovidVaccine	NOT	
3454	"[USER] ""Ey wena bastard,zithin ngawe?"""	NOT	
3455	RADHE ARRIVES IN 10 DAYS, but Gujarati asshole people are trying to sell [CUR]2cr and 73 lakhs worth 70 thousand doses of duplicate Remdesivir across the country which has been seized. CoronaSecondWave, ModiMustResign, ModiHataoDeshBachao, AmitShahMustResign, IndiaCovidCrisis [URL]	HOF	['(u_401 / asshole)']
3456	The only regret is that we Indians lacked more humanity than immunity! COVID19 IndiaCovidCrisis [URL]	NOT	
3457	[USER] hahaha loser, nice tweets simp.. unoriginal fucking twat looking for likes because you are an empty lonely vessel	HOF	['(u_1132 / fucking)']
3458	[USER] [USER] What impresses you when talking to an asshole?	HOF	['(u_401 / asshole)']
3459	Sick bastards, they can go to any length to remove Modi, while India faces calamity, the evil rogues just want to use dead bodies from this ChineseVirus to pin Modi..!! [URL]	HOF	['(u_1 / bastard)']
3460	[USER] Things are really horrible at ground level because of bjp mismanagement of covid crisis. ResignModi	NOT	
3461	ok, google: why my man's dick trash?	HOF	['(u_1 / dick)']
3462	"""Hundreds of thousands of us will die, unnecessarily, if you dona[CUR]™t go. So, go now. Jhola utha ke."" ~ Arundhati Roy ResignModi Resign_PM_Modi [URL]"	NOT	
3463	"if y'all lived with me irl you'd just hear me going ""son of a bitch"" as i address the lizard popping out of nowhere in my kitchen in the middle of the night"	HOF	['(u_1 / bitch)']
3464	[USER] When the hooker-coke-arse scene comes on... [URL]	NOT	
3465	This is heartbreaking 💔 Please help people!! IndiaCovidCrisis [URL]	NOT	
3466	IndiaCovidCrisis indianeedoxygen IndiaFightsCorona ModiTerrorist ModiThief Modi started selling oxygen that came as a free donation for SaudiArabia... Pathetic [URL]	NOT	
3467	NoVaccinePassports CovidVaccine Vaccine Passports may perpetuate and worsen already-existing disparities in healthcare for minority and vulnerable groups. In this article, I talk about the passports as a terrible idea. [URL] via [USER]	NOT	
3468	[USER] Yo reverend pimp daddy, how much did that gold chain set you back?	NOT	
3469	[USER] [USER] It's utter, utter bollocks	NOT	
3470	.. 😭... Alvida our brother, leader, hero Allah aapko jannatul firadaus mai aala sai aala mukam dai.. My sister marriage pictr always miss those days.. I really and appeal all Muslim brothers and sisters to boycott RJD.osama bahi we always with you 😭.. JusticeForShahabuddin [URL]	NOT	
3471	[USER] Top 4 news seen in this picture A country which is shaken from the deadliest COVID19India , PM could not make a place in top 4. Sorry to say ModiKaVaccineJumla Modi has kicked our nation in to disaster. Complete failure But now one to ask or build pressure.	NOT	
3472	IndiaCovidCrisis I have lost hope [USER] [USER] [USER] [USER] I cried EVERY breathe Delhi AirPollution ; Not a whimper by any world leaders while our politico-bureaucratic masters ignored us. The world thinks we are limited by borders; no lessons [URL]	NOT	
3473	[USER] [USER] A perfect pussy and ass I would love to devour	NOT	
3474	"She took me to her mamas, n then we went to her place. I then started drinking too. Time was moving and I wanted go to my place. dY™""dY™"" Uncomfortable kissing n caressing. I'm not home no condoms plus I jus met this bitch she want to shag. Next thing I'm thinking about consent"	HOF	['(u_1 / bitch)']
3475	Allow it and put a clause in to stop them working at spoons. This fucker campaigned for this. [URL]	HOF	['(u_1 / fucker)']
3476	And here we don't have a plan for even innoculate people above 45. BJP BjpDestroyedIndia ModiKaVaccineJumla CovidIndia COVID19India [URL]	NOT	
3477	"You ever realize how fast family turn to foe the moment they walk in on ya in the bathroom? You be sitting there taking a shit, all of a sudden that door bursts open, and you're like, ""motherfucker I will cut the next sum bitch that tries to come in here! I am for real."""	HOF	['(u_1 / bitch)']
3478	😡no media no celebrates no women rights no one make voice against this...because this is not state ruleing by bjp........😡😡 Y........ Justice_for_sarswati_jana BengalBurning BengalViolence Is this Democracy...... Shame on u media [USER] [USER] [USER] [URL]	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
3479	"the funniest type of comments on instagram are the ones that are like ""i didnt follow u fuck off from my feed"" like....buddy.......just unfollow and block them lmao"	HOF	['(u_2 / fuck)']
3480	[USER] Come to va and 2 step is a given.also flat footing and shag lessons for beach trips to myrtle beach or most Carolina beaches	NOT	
3481	[USER] Omg you both are damn cute 🥺💜	NOT	
3482	Indiaa[CUR]™s adult population= 100cr Cost of vaccine for central govt = Rs.150 per dose So for a total 200 crore doses [USER] Rs.150 per dose = Rs. 30,000 crores Estimated cost of Delhia[CUR]™s Central vista project = Rs. 20,000 crores. Look at the stupidity. ModiKaVaccineJumla	NOT	
3483	Shameless, Cruel Modi Modi must be resigned as a PM and take completely responsibility for Chinesevirus [URL]	NOT	
3484	we've got a strong squad but even if we had the strongest squad in the world we'd win nothing with that clueless waistcoat wearing twat in charge	NOT	
3485	Resign_PM_Modi ResignModi you have destroyed everything. Homes shattered, kids left orphan, pyres are burning non stop. By the universe rule, everything has an end, n this time it's on you. ExitModi	NOT	
3486	"[USER] [USER] I mean, you could just write ""I'm a homophobic asshole."" Less words. Would be easier for you."	HOF	['(u_401 / asshole)']
3487	man people piss me off	HOF	['(u_1 / pissHYPHENoff)']
3488	[USER] [USER] Congrats Mr. Modi, you have managed to sho away our only hope. The biggest Jumala of Make In India has also failed ResignModi Resign_PM_Modi [URL]	NOT	
3489	[USER] I haven't been too arsed either way, would have been interesting to see who he brought in in the summer, but he'd be a massive shitbag if he bailed now.	NOT	
3490	bf is taking a nap talking in his sleep just said babe, I'm gonna weather tech your pussy	NOT	
3491	[USER] [USER] He's not gonna shag you mate	NOT	
3492	[USER] We are sure that this move will make his masters happy. [USER] wants to stay in the good books of PingPing. But sadly this vaccine has just 50.4% efficacy against the WuhanVirus .	NOT	
3493	[USER] [USER] [USER] Trump paid [CUR]180,000 for sex but you think he's against abortion? He committed adultry at least 4 times. Last marriage he divorced his wife to marry the hooker he was cheating with but you think Trump has mora	NOT	
3494	[USER] Lol I love plp like that! No hating ass bitch 👏🏼	HOF	['(u_1 / bitch)']
3495	This is Sahudangi burning ghat near by siliguri where the final cremation is done of the covid victims. Its horrable to see how the bodies are treated like noting, its totally disrespectful and a tight slap to the humanity.siliguritimes [USER] IndiaCovidCrisis [URL]	NOT	
3496	[USER] [USER] Just shut up... I m from West Bengal, and know what's going on here... Just. Shut. Up. BengalBurning BengalViolence	NOT	
3497	i need to stay the fuck off shein 😭	HOF	['(u_2 / fuck)']
3498	"A bill collector just called my grandma she said, ""excuse me... do me a favor pls and get the fuck off my phone"" 😭"	HOF	['(u_2 / fuck)']
3499	Hey Yadav [USER] and [USER] we are knowing well your game plan and we will not let anyone to be a hired hun anymore. We will fight and oppose you and your politics. JusticeForShahabuddin AzamKhan OsamaShahab [URL]	NOT	
3500	100% Vaxxed. 0 Side Effects. 100% Still That Bitch. GetVaccinated TeamPfizer CovidVaccine	HOF	['(u_1 / bitch)']
3501	[USER] mate all honesty you need urgent action to tackle the knife crime that's spiralling out if control. Sit down with dopey bollocks boris an patel and come up with a plan	NOT	
3502	[USER] As much as I love giving yous shit on here, it couldnt be more true.	HOF	['(u_1 / shit)']
3503	[USER] [USER] [USER] I ignore losses Sam... Now piss off... 🤨	HOF	['(u_1 / pissHYPHENoff)']
3504	ITS A FUCKING FAN FICITON OK WORD WHYD I CRY THEN FUCK OFF	HOF	['(u_1132 / fucking)']
3505	BITCH WHAT THE FICK I CANT BRETAHE TAY IN AMOVUEBSBS [URL]	HOF	['(u_2 / fuck)']
3506	Too high. I cana[CUR]™t tell if my pussy is hanging out of my shorts at this Price Chopper or not. Send prayers.	NOT	
3507	Antisocial and trying his best to irritate everyone! Using the steps to jump from even though nocyling in this area is clearly marked. [USER] Dona[CUR]™t be put off coming here though just because have to put up with one stupid twat, most people are good natured. [USER] [URL]	NOT	
3508	shut up about your COVID shot CovidVaccine	NOT	
3509	[USER] [USER] [USER] Buh y u guys have this strong affinity for artificials... Hair, lashes, nails, boobs, arse, dick, even artificial figure 8 aka waist trainer... Like God should just kuku make u people with plastic 😅	HOF	['(u_1 / dick)']
3510	"i cannot for the life of me get this child to say ""DISK"" right 😞 this boy keeps saying ""dick"" 😭😭😭 help"	HOF	['(u_1 / dick)']
3511	[USER] He really is an odious cunt	NOT	
3512	Sacrificed the nation to win a state, lost both. ResignPMmodi BengalElection2021	NOT	
3513	If I see one more adult do that shit body tik tok Ia[CUR]™m calling child line	HOF	['(u_1 / shit)']
3514	This is my fucking diary lol until dork Dorsey sends a bot to shut me down I'm not interested in being your constant source of good energy I CAN'T BREATHE MOTHERFUCKER	HOF	['(u_1132 / fucking)']
3515	Ron FUCKING DeSantis being a mother fucker again. cant wait to see that bitch out of office	HOF	['(u_2 / fuck)']
3516	Modi you told us that vaccination for people above 18 years will start from 1st May. But whenever I try to register myself in the CoWin , it is showing that vaccination is only for people above 45 years. Why are you making us fool! ModiResign ModiKaVaccineJumla	NOT	
3517	[USER] [USER] Bhakt brains don't believe that the hatred that fuels them is wrong. Their feelings get hurt when the truth peels away the facade. Misguided priorities are a bitch. FarmersProtest BJPFailsIndia Resign_PM_Modi COVIDSecondWaveInIndia FarmLaws_NextPandemic	HOF	['(u_1 / bitch)']
3518	[USER] May the out of control Chinese rocket crashes in is own country , authentic Chinese product . The only long lasting thing they produce is the bloody wuhanvirus !	NOT	
3519	[USER] The word twat doesn't seem adequate 😠	NOT	
3520	[USER] [USER] [USER] Need 2 like. But I'll let u know big pimp.	NOT	
3521	Who wanna come give me head while you get your dick sucked by my Nigga lol	HOF	['(u_1 / dick)']
