text_id	text	task_1	task_2	task_3
hasoc_en_5196	[USER] has problem with gloves, bats and everything else other than games being washed out! ShameOnICC Focus on having cricket matches than controversies. RainStopsMatch rainworldcup [USER] [URL]	HOF	HATE	TIN
hasoc_en_5197	The list of reasons why [USER] is one of the most despicable people we've ever seen is endless. If there is any justice in this world he will die alone in a prison cell. FuckTrump [URL]	HOF	HATE	TIN
hasoc_en_5198	Very simple: TrumpIsATraitor [URL]	HOF	OFFN	TIN
hasoc_en_5199	trumpisatraitor cocainmitch have helped russia do this...... are these Patriotic Americans or traitors! What about cocainmitch blocking cyber-security legislation for the 2020 election! [URL]	HOF	HATE	TIN
hasoc_en_5200	Well I'll be damned, there's now 5000 friends following my tweets. Amazing. I wasn't sure it would happen. Thank you so much. I'm proud to follow each one of you back. I'll always be the foul mouthed old Liberal Democrat shouting FuckTrump! Let's make it 10K Resist	NOT	NONE	NONE
hasoc_en_5201	For those celebrating Huget's try, just remember that he stamped on another man's face and didn't even get cited Dickhead Top14 [URL]	NOT	NONE	NONE
hasoc_en_5202	Doctors didn't staged protests and opposed Yogi when Dr Kafeel was framed and tortured Not for Dr. payaltadvi But against MamtaBanerjee, they are guns blazing HypocritesOath DoctorsFightBack DoctorsProtest BengalDoctorsStrike	NOT	NONE	NONE
hasoc_en_5203	Dufus [USER] has discussed with Pence, Meadows and Ronna McDaniel the possibility of backing a primary challenge to Justin Amash. Supposedly to send a warning to Republicans who consider turning on him! What a thin skinned little bitch! 🤣 FuckTrump ImpeachTheMF	NOT	NONE	NONE
hasoc_en_5204	They should be treated as criminals and face all the consequences. They have created this ruckus and for what? Need of the hour- a lesson for all. Period 🙏 DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_5205	SaveBengal This Peaceful GOON with beard is Trinamool MP of Murshidabad, Abu Taher Khan giving threat to doctors that he would send public to thrash doctors, Rape and Throw Acid on lady doctors and nurses. Savethedoctors DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_5206	Wow! DoucheBag FakeLibertarian JustinAmash is done 16 points already! IngrahamAngle [URL]	NOT	NONE	NONE
hasoc_en_5207	[USER] [USER] [USER] Your whole presidency is fake! MoronInChief MoronPresident IdiotInChief idiotTrump	NOT	NONE	NONE
hasoc_en_5208	World has reached on moon and Marsh , but here is excuse by icc that they can't secure extra days for such important games cz it's difficult to organize. Dear icc it's not 1980. ShameOnICC [USER]	NOT	NONE	NONE
hasoc_en_5209	[USER] [USER] DoctorsFightBack [USER] Dr Vishwas has given up on Mamta Banerjee.Dr Vishwas is appealing to Home and Health Minister and not to CM W Bengal.He knows there is no point appealing to a Vote Bank politician who has put lives of CItizens at Risk. [URL]	NOT	NONE	NONE
hasoc_en_5210	How can Lowri say that it was the right decision for Boris to avoid appearing, and even spin it as a positive? This is how people without critical thinking analyse things, they fall for the nonsense. [USER] LowriTheLeaver BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_5211	[USER] [USER] ' only in America ' would a person who murdered his ex wife be treated like a hero instead of the scumbag he is . Fitting that he admires trump - the pair of lying psychopaths have a lot in common . OJSimpson POTUS45 murderer	HOF	HATE	TIN
hasoc_en_5212	power hungry little boy trying to please his Daddy too stupid to realize psychopath Putin played him. Yup. Donny IS a stupid, insecure, immature, greedy, angry, foolish LOSER NarcissisticPersonalityDisorder oh... and... Happy Birthday, Mother Fucker. FuckTrump ImpeachTrump	HOF	OFFN	TIN
hasoc_en_5213	[USER] Don't forget TRAITOR! FucktRump🖕	HOF	OFFN	TIN
hasoc_en_5214	Pelosi: Trump shows he doesn't 'know right from wrong' Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_5215	[USER] [USER] What that I've banged more women than you even know? Come back when your Shit talking game is on point... until then go spend time with your 🐐 & cuddle up in the corner & cry me a river DoucheBag HTTR	HOF	OFFN	TIN
hasoc_en_5216	Trump claims farmers wept behind him when he signed an executive order. Video proof shows otherwise. [USER] is a pathological liar, and the greatest threat to our Democracy since WWII. TrumpResignNow TrumpIsATraitor [URL]	NOT	NONE	NONE
hasoc_en_5217	Why people eagerly wait 4 years for the [USER]? To see the rain???? To see matches getting abandoned??? To see teams share a point each without even proper competition??? That's really ShameOnICC. CWC19	NOT	NONE	NONE
hasoc_en_5218	Saw some SRK fans using ShameOnICC tag blaming ICC for the Disasters Do they know about cricket more than ICC ? Baap ko gyan de Rahe hai ? Don't need fake viewers like you, chalte bano	HOF	HATE	TIN
hasoc_en_5219	[USER] [USER] TrumpIsNotAboveTheLaw TrumpIsADisgrace TrumpIsATraitor RussianElectionInterference is real! ImpeachmentInquiryNow TrumpForPrison PenceForPrison MakeTrumpUnpresidentedAgain MTUA	HOF	OFFN	TIN
hasoc_en_5220	[USER] [USER] [USER] He is dubbed the Fake Imam, and is linked to the extremist antiMuslim group the Middle East Forum. [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER]	NOT	NONE	NONE
hasoc_en_5221	[USER] [URL] How Dare You?? zerotolerance tRump send him to Mars2020 Take your asses back to Europe, murderers!! You are the IllegalImmigrants. You are the rapist, thug, the criminal!! ImpeachmentNOW this is not your land!! GetOut!!	HOF	HATE	TIN
hasoc_en_5222	[USER] [USER] JohnMcCainDayJune14 the best gift I could think of...... love your work Frump. douchebag [URL]	NOT	NONE	NONE
hasoc_en_5223	'You don't tell _me_ what's treason... I tell _you_ what's treason!' IdiotOrange™ TrumpIsaTraitor IMPEACH45 [URL] [URL] [URL] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [URL]	NOT	NONE	NONE
hasoc_en_5224	[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Thank you Todd!! I appreciate being included!! Hope everyone has a great day!! FuckTrump TrumpIsAnAsshole StrongerTogether ✌🏽♂♀☮☯💖🖤 [URL]	HOF	PRFN	TIN
hasoc_en_5225	Hell we're all DONE with [USER] FuckTrump Pelosi on Trump insults: 'I'm done with him' [URL]	NOT	NONE	NONE
hasoc_en_5226	[USER] Will someone explain how this is good for anyone especially the children? Where are all the Pro-lifers to stand up for the life and welfare of this woman and kids?? Rapists don't deserve rights Rapist ProtectTheChildren	NOT	NONE	NONE
hasoc_en_5227	I noticed recently Jamie Oliver's restaurants closing,I only really remember how he said he won't employ English people because they are lazy ,dickhead	NOT	NONE	NONE
hasoc_en_5228	[USER] This is a joke, right? That man dishonors our flag on a daily basis. TrumpIsATraitor TrumpIsATraitor TrumpIsANationalSecurityThreat TrumpIsAMoron	NOT	NONE	NONE
hasoc_en_5229	[USER] Now THAT'S some FakeNews right there! TrumpObstructedJustice TrumpLiesMatter TreasonousTrump TrumpsWorseThanNixon TrumpIsTrash TrumpForPrison2020 FuckTrump	HOF	OFFN	TIN
hasoc_en_5230	TrumpIsATraitor ImpeachTrumpNow Have to agree that his undeserved Hollywood Star should bear the epithet TRAITOR for all to see for posterity [URL]	NOT	NONE	NONE
hasoc_en_5231	Anti Trump AF Coffee Mug [URL] AntiTrumpAF AntiTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_5232	murderer on [USER] are you fucking serious!!! Wtf is wrong with you [URL]	NOT	NONE	NONE
hasoc_en_5233	If someone were to punch [USER] in the mouth, would he thank them for a renewed focus on his dental care??? I mean-- this is the most ridiculous cover for Trump's Collusion comments that I've ever heard. TrumpIsATraitor TRE45ON [URL]	NOT	NONE	NONE
hasoc_en_5234	WSJ slaps IdiotTrump over ghastly jobs report -- and blames his disastrous tariffs - DesperateDonald [URL]	NOT	NONE	NONE
hasoc_en_5235	Fuck republicans the biggest snowflakes ever🙄Funny how that list of words describes the fat, racist, ignorant, hideous moron absolutely PERFECTLY. PLEASE get rid of this fucking demented, delusional criminal!! FuckTrump ArrestTrump ImpeachTheMFTraitor ImpeachDonaldTrumpNOW [URL]	HOF	HATE	TIN
hasoc_en_5236	[URL] I don't understand why the cops have to be this aggressive towards black/brown people in America, over the most pettiest of issues. You'd swear they were trying to take down a terrorist, murderer or something... but over a 1USD Doll? REALLY?? WTF	NOT	NONE	NONE
hasoc_en_5237	[USER] [USER] [USER] [USER] I didn't even know she was still working. fucktrump fuckallthetrumps fucktrumpsupporters	HOF	PRFN	TIN
hasoc_en_5238	Is it so difficult for [USER] to realise that more the DoctorsProtest continues, more will be the Political capital that she will lose? She should have nipped this in the bud. It has snowballed now. God, she must have terrible advisors DoctorsFightBack DoctorStrike	NOT	NONE	NONE
hasoc_en_5239	More fuel for the backlash against Johnson - SNP will seek no confidence vote if Johnson becomes PM .. [URL] BorisJohnsonShouldNotBePM BollocksToBoris BollocksToBrexit [URL]	NOT	NONE	NONE
hasoc_en_5240	When will we understand this thing that A rapist has no religion they don't care who the little girl is little Aasifa or little twinkleThey must be rewarded with capital punishment. It's time to awake yourself.A girl should shouldn't be judged by her religion JusticeForTinkle [URL]	NOT	NONE	NONE
hasoc_en_5241	it's a sure bet that trump jr. has not read muellerreport, thus has no idea the size of the pile of shit he'll have to dig himself out from.under during senate intel hearing today. fucktrump	NOT	NONE	NONE
hasoc_en_5242	I am sure Joe will do what is best for Joel . dickhead [URL]	NOT	NONE	NONE
hasoc_en_5243	deadliestcatch Harley can't fish. He rides the coat tails of [USER] douchebag	NOT	NONE	NONE
hasoc_en_5244	[USER] Our farmers deserve a president who doesn't admit that he would gladly break the law to win an election. douchebag ImpeachTrumpNow	NOT	NONE	NONE
hasoc_en_5245	DoctorsFightBack Are you politicians insane in Bengal? This is about lives of our people - patients and doctors. Come on [USER] this is about security of doctors, this is about life. Let your egos take a walk.	NOT	NONE	NONE
hasoc_en_5246	We don't need to check D.O.B Of a rapist.if he is matured enough to rape he is matured enough to he hanged PMNarendraModi pmoindia NaveenPatnaik	NOT	NONE	NONE
hasoc_en_5247	For fuck's sake, who y'all harassing now, you whiny orange taint smear? fucktrump ImpeachDonaldTrumpNOW [URL]	HOF	OFFN	TIN
hasoc_en_5248	Trump and his fascist regime are destroying our country. FuckTrump TheLiberalResistance LiberalResistance [URL]	HOF	OFFN	TIN
hasoc_en_5249	ImpeachTrump ImpeachDonaldTrumpNOW FuckTrump The FBI Director was RIGHT!!! OrangeJackass [URL]	HOF	OFFN	TIN
hasoc_en_5250	[USER] [USER] I really, really, really hope this happens! ihate45 worstPresidentever weaselheadedfucknugget shutyourshithole fucktrump yousuck liarinchief noclass moron ridusofthisdisease UnfollowTrump ++ (**)++	NOT	NONE	NONE
hasoc_en_5251	[USER] Boom like your fake attack on The Japanese ship you incompetent TV watching old nasty liar? Only way to get you 🍄up? Where's Eric Prince? wagTheDog TrumpsConcentrationCamps TrumpIsATraitor NoIranWar impeachment	NOT	NONE	NONE
hasoc_en_5252	Indian actress dresses are even larger than [USER] ground covers. ShameOnICC [URL]	NOT	NONE	NONE
hasoc_en_5253	[USER] [USER] [USER] is the essence of mediocrity and dickhead	HOF	PRFN	TIN
hasoc_en_5254	[USER] Happy JohnMcCainDay ihate45 worstPresidentever weaselheadedfucknugget shutyourshithole fucktrump yousuck liarinchief noclass moron ridusofthisdisease UnfollowTrump ++ (**)++	NOT	NONE	NONE
hasoc_en_5255	[USER] Fck him MURDERER	HOF	PRFN	UNT
hasoc_en_5256	Trump wants to limit aid for low-income Americans. Here's a look at his proposals. - NPR. FucktRump FuckTheGOP [URL]	NOT	NONE	NONE
hasoc_en_5257	[USER] The Douchebag has no soul	HOF	PRFN	TIN
hasoc_en_5258	[USER] Imagine what the family members of the Bengahzi victims felt!! Their blood is on YOUR hands!!! MURDERER 🇺🇸🇺🇸🇺🇸🇺🇸	NOT	NONE	NONE
hasoc_en_5259	[USER] You know what else he said in 1971 'yeah baby. I totally wobt rape you'.... Well that was all lies wasnt it. rapist hopeyoudie	NOT	NONE	NONE
hasoc_en_5260	We f**king need a new president ASAP. The fraudster we have is getting nuttier, brazenly more criminal and more detached from reality TrumpsWorseThanNixon TrumpsAnInternationalDisgrace TrumpResignNow TrumpIsATraitor TrumpCrimeFamily [URL]	HOF	PRFN	TIN
hasoc_en_5261	The tragedy of the world right now is that a number of countries are buying into fucking idiot leaders, selling them shitty explanations, about why their lives are so shitty. And that they have the solution TrumpIsATraitor	HOF	PRFN	TIN
hasoc_en_5262	It takes weeks, sometimes months to determine the source of a fire or plane crash, but somehow [USER] was able to remotely conclude that Iran attacked a tanker in the Gulf within hours. WeAreNotStupidGOP FuckTrump BloodForOil is GOP creed.	NOT	NONE	NONE
hasoc_en_5263	ShameOnICC INDvsNZ CWC19 New logo of world cup 👇👇👇 [URL]	NOT	NONE	NONE
hasoc_en_5264	And Eddie Lampert is a douchebag [URL]	HOF	PRFN	TIN
hasoc_en_5265	[USER] [USER] Quack Quack Quack Stupidass fucktRump	HOF	PRFN	TIN
hasoc_en_5266	Total bullshit. dickhead [URL]	HOF	PRFN	UNT
hasoc_en_5267	Clownfacevonfuckstick shows us everyday why fucktrump johnmccainday and other similar hashtags are trending. orangetreasonweasel despotus fakepresident shitgibbon	NOT	NONE	NONE
hasoc_en_5268	Frustration against Mamta Banerjee at its peak DoctorsFightBack Savethedoctors 'Tell her that she can do dharna 4 her chamcha IPS officer Rajiv Kumar why she can't stand up 4 doctors?...what if the injured doctor dies? Was Rajiv Kumar dying?' SaveBengal [URL]	NOT	NONE	NONE
hasoc_en_5269	[USER] Did Warner use the information about you while running against you in a Presidential election? Did Adam Schiff? Stupid piece of shit! ObstructionOfJustice HighCrimesAndMisdemeanors Collusion TraitorTrump ImpeachTrumpNow LockHimUp FuckTrump Resistance 🇺🇲🇺🇲🇺🇲 [URL]	HOF	OFFN	TIN
hasoc_en_5270	How can anyone want this moron running the country [USER] stand down from the running this is totally disgusting you should be ashamed BorisJohnsonShouldNotBePM [URL]	HOF	OFFN	TIN
hasoc_en_5271	[USER] I recently tweeted similar I'm actually astounded that his blatant disrespect and cringe worthy 'wtf' actions repeatedly slide under the radar and even though it's common knowledge that he's a weasely snake willing to do anything to be prime minister. BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_5272	No way. You are not doing anything but ruining Our Beautiful Country. TrumpMustResign TrumpsAnInternationalDisgrace TrumpIsATraitor TrumpIsNotAboveTheLaw TrumpIsNotExonerated TrumpLiesEveryTimeHeSpeaks [URL]	NOT	NONE	NONE
hasoc_en_5273	[USER] [USER] [USER] Are these idiots still on HRC? Russia put rapist tRump in the WH, Mueller report list facts, Individual 1 is a criminal, divider of the country, lies lies lies, [USER] aids in the coverup , tRump is the Enemy of the People. Ain't the right Joepags [USER] incompetent	HOF	OFFN	TIN
hasoc_en_5274	It is only the assesment of you!... a traitor to Democracy and a stooge of Saudi Arabia and Israel and trumpisatraitor. The OWNERS of the ship say YOU are lying! [URL]	NOT	NONE	NONE
hasoc_en_5275	[USER] The most that can be said for RoryStewart is that he's the least deluded of the contenders. DominicRaab is Bertie Bonkers BorisJohnsonShouldNotBePM was lying without being present. The other 3 are a choice between arrogant, sinister and flustered. [URL]	NOT	NONE	NONE
hasoc_en_5276	[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] I'm so pissed off at these fascist MAGAts. Immigrants from Central America are Americans. Traitor Trump serves the interest of hostile foreign governments and puts those Americans who seek US citizenship in cages. AmericanImmigrants TrumpIsATraitor BeGoneBigots [URL]	HOF	HATE	TIN
hasoc_en_5277	[USER] [USER] TrumpIsATraitor and you are a FOOL! 🤣🤣 [URL]	HOF	OFFN	TIN
hasoc_en_5278	Let's be clear there is a deference between oppo-reasearch and foreign influence and there is a reason why it is discourage! Fuck trump and his disciples! That's right disciples!! Fucktrump impeachtrumpnow!	NOT	NONE	NONE
hasoc_en_5279	[USER] Hey man, treasonous, traitorous, draft dodgers gotta do what treasonous, traitorous draft dodgers gotta do. fucktrump DumbDonnyTheDraftDodgingDotard	HOF	OFFN	TIN
hasoc_en_5280	' KenBurns wants ALL of us to remember Donald Trump's extreme response to the Central Park Five case.' FUCKTRUMP 🖕🖕🖕impeachtrump CP5 deathpenalty realDonaldTrump slavepatrol system rikersisland judges court LindaFairstein ElizabethLederer [URL]	NOT	NONE	NONE
hasoc_en_5281	[URL] What happens if the DUMBEST MAN ALIVE will manage the most complex equipment He'll damage/break it Trump was the gift of a lifetime - it was clear, he'll do everything by himself The ultimate goal - the collapse TrumpIsATraitor ResistanceUnited	HOF	OFFN	TIN
hasoc_en_5282	Fascist Trump Is Farting Air Pollution:One of the Best Ways To Protest Despicable Trump is Creating Trump Farting Robot FuckTrump Dem Progressive ReSister Resist TrumpFascism FascistTrump RacistTrump DumpTrump NoTrump NotMyPresident FBR [URL]	NOT	NONE	NONE
hasoc_en_5283	[USER] [USER] Hey DoucheBag here's a PSA! 🖕 [URL]	HOF	PRFN	TIN
hasoc_en_5284	FuckDelhiPolice TakeAction DragDelhiPoliceToCourt GoonsInUniform NoToPoliceBrutality Action is a must against those violent attackers who also thrashed a minor from minority background.	HOF	HATE	TIN
hasoc_en_5285	The Netflix show 'When they see us' has me mad!! Theydidntdoit 🗣 fucktrump 😡😡 Fuck those New York police!! WTF [USER] [USER]	NOT	NONE	NONE
hasoc_en_5286	I am old enough to remember when traitor RussianAsset rapist liar whitesupremasist mobboss failure LOSER taxdodger warlord were insults [USER] resist I am a registered Republican and my [USER] should be ashamed of itself. ImpeachTrumpNow	HOF	OFFN	TIN
hasoc_en_5287	[USER] YOU ARE THE WORST POTUS EVER trumpdumpster TrumpMustResign TrumpIsATraitor [URL]	NOT	NONE	NONE
hasoc_en_5288	[USER] That's a time in most women's lives when they feel conscious of their size and doing that was belittling her. dickhead 😘😘 [URL]	NOT	NONE	NONE
hasoc_en_5289	[USER] You're getting impeached!!!! fucktrump [URL]	HOF	OFFN	TIN
hasoc_en_5290	[USER] [USER] ICC is blind to jihadist. They couldn't do anything about the murder of Pakistani coach whilst the World Cup was underway BobWoolmer They suffer from colonial hangover and submissive to the criminal. This mentality brought Rotterham abuse to thousand kids. DhoniKeepsTheGlove	HOF	HATE	TIN
hasoc_en_5291	[USER] [USER] [USER] [USER] I love this photo; it was taken shortly after she had her nipples surgically blurred. She had originally intended on marrying a rich Evangelist. But instead married a pedophile, rapist, sexualassaulter who would prefer to bang his own daughter.	NOT	NONE	NONE
hasoc_en_5292	Preachers are having a 'Make America Straight Again' event in Orlando & they're praying for violence Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_5293	Where is prime time ka fraud Ravish Kumar? SaveTheDoctors DoctorsFightBack DoctorsStrike	NOT	NONE	NONE
hasoc_en_5294	Halfway through 'When They See Us' and ANGRY AF. I don't have words. I cannot imagine the shit show these men have been through. :( WhenTheySeeUs TheCentralParkFive fucktrump	NOT	NONE	NONE
hasoc_en_5295	[USER] [USER] [USER] [USER] [USER] [USER] Kinda like Trump, 'Lock her up' FuckTrump LockHimUp	HOF	OFFN	TIN
hasoc_en_5296	OH HELL NO!!!!! FUCKTRUMP [URL]	HOF	HATE	TIN
hasoc_en_5297	[USER] I have been a life long Republican. TRump [USER] has destroyed the party. I am now a democratic, for life. TrumpIsGuilty TrumpIsAMoron TrumpIsADisgrace TrumpIsNotAboveTheLaw TrumpIsATraitor TrumpIsAFraud TrumpIsTheEnemyOfThePeople	NOT	NONE	NONE
hasoc_en_5298	[USER] [USER] [USER] I rather put a pinecone in my eye than watch you! TrumpIsATraitor TrumpMustResign TrumpProtest TrumpsAnInternationalDisgrace TrumpTantrum	NOT	NONE	NONE
hasoc_en_5299	Where is icc are you fully blind [USER] [USER] ICCWorldCup2019 DhoniKeepsTheGlove pkmkb [URL]	NOT	NONE	NONE
hasoc_en_5300	etsy shop: Benedict Donald so called president is a traitor Short-Sleeve Unisex T-Shirt [URL] clothing shirt streetwear trump impeach treason traitor fucktrump impeachtrump taxday [URL]	NOT	NONE	NONE
hasoc_en_5301	ShameOnICC what the f is this if India pak match rained how much loss to icc	NOT	NONE	NONE
hasoc_en_5302	[USER] [USER] [USER] [USER] 😏 really dickhead	HOF	PRFN	TIN
hasoc_en_5303	Who the hell are U to question him 4 wat to wear or wat to not?It's his belief. Pak players too offered namaz on cricket ground,do sajda wen dey wins or do century. Der is nothing wrong in it. We do write 786 or Om on our exam papers to get pass. It's common! DhoniKeepsTheGlove [URL]	NOT	NONE	NONE
hasoc_en_5304	[USER] The most despised man of the new millennium, Donald J. Trump. FUCKTRUMP FUCKUMAGA [URL]	NOT	NONE	NONE
hasoc_en_5305	You killed [USER] and others. mass murderer memories [URL]	NOT	NONE	NONE
hasoc_en_5306	[USER] Indians do not have any connection with the logic in any way. DhoniKeepsTheGlove is a useless campaign. Better sense should prevail. Its a cricket game, play it with sportsmanship and dont try to be Chaudhary of cricket. Adivce from Pakistan	NOT	NONE	NONE
hasoc_en_5307	[USER] it's almost like they are doing cruel things to poor & marginalized people on purpose. The only thing that outweighs their incompetence is their cruelty. TrumpIsScum FuckTrump KingTrump DickTator GOPCrimeSyndicate GOPCorruption	NOT	NONE	NONE
hasoc_en_5308	[USER] fucktrump Game on! Yup yup. Game ON! My dad wears your T shirt. The one dressed in orange pissing. [USER] [USER] [URL]	HOF	OFFN	TIN
hasoc_en_5309	The Bozo Bros taxpayer funded European Vacation. erictrump donjr fucktrump uk ireland vacation barcrawl goodtime trumporganization scam conmen confamily humancentipede tellemwhyyoumad grindsmygears whatspissingmeofftoday wpmot [URL]	NOT	NONE	NONE
hasoc_en_5310	PLEASE spread this far and wide. This admitted rapist and pedophile is running for Congress in Virginia as an Independent! Pedophile Rapist Larson NathanLarson [URL]	HOF	OFFN	TIN
hasoc_en_5311	[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Republicans wouldn't make a FAKE VIDEO , right? Just ask Nancy Pelosi.. SMFH ConmanTrump LockTrumpUp FathersDay NASCAR MLB Iran FuckTrump ImpeachBarrNOW ImpeachTrumpNOW [URL]	NOT	NONE	NONE
hasoc_en_5312	[USER] shud pull itself out of [USER] as other teams r more interested in financial gain then being in icc ShameOnICC	NOT	NONE	NONE
hasoc_en_5313	Melania T?! ARE YOU FREAKING KIDDING ME?! JackieO was first class while Melania is just pure trash. FuckTrump ImpeachTrump ImpeachTrumpNow MAGAts Trump Trumpbillies Trumpbilly TrumpCrimeFamily TrumpCrimeSyndicate TrumpIsAnIdiot TrumpsWorseThanNixon [URL]	HOF	OFFN	TIN
hasoc_en_5314	politicslive It's OK to use the words ' bad shit' when describing US politics when it's true. Unfortunately there will be 'bad shit' in UK politics if Johnson becomes leader of the Tories and next PM C4debate ToryLeadeshipContest BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_5315	Yo [USER], I refused to watch your Fake Special Report, on our First Whore. Total waste of air time. [USER] TrumpIsATraitor Trump MelaniaTrump MelaniaT MelaniaMysteries [URL]	NOT	NONE	NONE
hasoc_en_5316	JohnDean should be ashamed of himself. A criminal who is willing to do the devil's bidding. douchebag [USER]	HOF	HATE	TIN
hasoc_en_5317	[USER] Can you even spell Constitution? Criminal Coward Traitor DoucheBag [URL]	HOF	OFFN	TIN
hasoc_en_5318	[USER] I'd rather spend my tax dollars investigating the orange criminal occupying the white house, than wasting taxpayer money on trump's endless golfing while he violates the emoluments clause! Resist VoteBlue ImpeachTheMF trumpisaloser FuckTrump	HOF	OFFN	TIN
hasoc_en_5319	[USER] how is that ConservativeIntelligencia working out for you Benjamin? FoxNews foxnewslackey douche douchebag destroyed	HOF	PRFN	TIN
hasoc_en_5320	[USER] yeah FakePOTUS fucktrump ITMFA	NOT	NONE	NONE
hasoc_en_5321	Offering namaz during match on the field is not an issue for [USER] bt wearing gloves with Army Logo which is totally non political thing is a big objection. isn't it a hypocrisy? Who is behind all this thought process? I support the [USER] for his patriotism. DhoniKeepsTheGlove	HOF	HATE	TIN
hasoc_en_5322	Man alive?!?! the man knows no bounds... BorisJohnsonShouldNotBePM BorisJohnson you are a disgrace [URL]	NOT	NONE	NONE
hasoc_en_5323	[USER] its JohnMcCainDay . A true hero. Not a traitor like you. FuckTrump TrumpIsATraitor TrumpsWorseThanNixon TrumpsGuilty lockhimup [URL]	NOT	NONE	NONE
hasoc_en_5324	who's ready to angrily yell facts at their television. fucktrump fuckyowall	HOF	PRFN	TIN
hasoc_en_5325	[USER] [USER] [USER] [USER] What absolute bollocks. Boris, you hardly turned up as mayor of London, you had other people cleaning up your mess, as they did when foreign secretary! when you did turn up didn't you spend 99% of the time writing your book?! BorisJohnsonShouldNotBePM	HOF	HATE	TIN
hasoc_en_5326	Don't worry, he's just a harmless bumbling clown. BorisJohnson boris ToryLeadershipContest brexit tradewar BorisJohnsonShouldNotBePM NotMyPM toryracism tories Conservatives ConservativeLeadershipRace [URL]	HOF	OFFN	TIN
hasoc_en_5327	Wonder what dumb fvckery the douchebAG Barr will concoct after a group of law professionals break down obstruction, and high crimes and misdemeanors in layman's terms?	NOT	NONE	NONE
hasoc_en_5328	[USER] YOU WILL BE IMPEACHED & JAILED! TrumpsAnInternationalDisgrace TrumpIsTheEnemyOfThePeople trumpisanationalsecuritythreat TrumpIsATraitor TrumpIsACriminal TrumpObstructedJustice	NOT	NONE	NONE
hasoc_en_5329	It should be clear - Trump is an extraordinary event Extraordinary measures are required to address the greatest NationalSecurity threat he represents TrumpIsATraitor TrumpCult TrumpIsAFraud TrumpIsAMoron resisters ResistersForum ResistersUnite FBResistance BlueWave [URL]	NOT	NONE	NONE
hasoc_en_5330	Considering how quickly Trump attitude escalated from unacceptable to ultra alarming, ImpeachTrump approach seems outdated Outside of the box thinking is required FUCKTRUMP = IndictTrump & get him out of WH TrumpLies TrumpCult Resisters ResistersForum ResistersUnite [URL]	NOT	NONE	NONE
hasoc_en_5331	[USER] Sheeeeit, my gal coming home? I'll cook up some Trumperrhoid possum stew fer ya. fucktrump trump2020 [URL]	HOF	OFFN	TIN
hasoc_en_5332	"[USER] [USER] [USER] You actually expect us to believe this bullshit? Mitch McConnell has been hell bent on taking away our healthcare for years, maybe decades. How many ""Infrastructure Weeks"" have we had while the country's bridges crumble? How about disaster relief? FuckTrump FuckTheGOP"	NOT	NONE	NONE
hasoc_en_5333	"It's sad that what bothers me most in this tweet is the wasting of characters to spell out USA. I'm only slightly triggered by the capitalization of ""the"". Only slightly. StupidestPresidentIsTrump IdiotTrump MakeAmericaSmartAgain [URL]"	NOT	NONE	NONE
hasoc_en_5334	[USER] [USER] Murderer I'd still jump in bed with her but keep the weapons away	HOF	OFFN	TIN
hasoc_en_5335	[USER] The fake president speaks....IdiotTrump	HOF	OFFN	TIN
hasoc_en_5336	[USER] [USER] [USER] Considering it (dick stains bday) going around on social media, one would have to live under a rock to not know, due to social media... I need to see a birth certificate to prove today is actually his bday.. FuckTrump JohnMcCainDay	HOF	OFFN	TIN
hasoc_en_5337	[USER] [USER] Fake news race to the bottom between this idiotic OANN, and even dumber fantasy land, Fox. Only morons such as this fakepresident & his supporters believe any of this nonsense. WE THE PEOPLE need to issue a correction in 2020! TrumpLiesEveryTimeHeSpeaks TrumpIsATraitor Resist [URL]	NOT	NONE	NONE
